mission name,datetime,"initial pos (x,y)",mission duration (s),pipeline found,time searching pipeline (s),distance inspected (m),mean reaction time (s)
suave rosa,30-Jun-2025-22-02-48,"(-16.99, 2.81)",250,True,54,55.1137237548828,1.001283326
suave rosa,30-Jun-2025-22-08-10,"(-17.0, 2.8)",250,True,58,55.1137237548828,1.136193413
suave rosa,01-Jul-2025-12-08-55,"(-16.99, 2.84)",250,True,55,53.1126098632813,1.120369203
suave rosa,30-Jun-2025-22-18-56,"(-17.0, 2.79)",250,True,54,52.6123313903809,1.245810488
suave rosa,30-Jun-2025-22-24-18,"(-16.99, 2.83)",250,True,56,55.6140022277832,0.93095711
suave rosa,30-Jun-2025-22-29-41,"(-17.0, 3.15)",250,True,131,31.6143436431885,1.121819579
suave rosa,30-Jun-2025-22-35-03,"(-17.0, 3.14)",250,True,133,31.6143436431885,1.565404808
suave rosa,01-Jul-2025-12-41-08,"(-17.0, 3.14)",250,True,135,30.1145191192627,1.375443238
suave rosa,30-Jun-2025-22-45-48,"(-16.99, 3.19)",250,True,125,34.1139678955078,1.929268525
suave rosa,01-Jul-2025-12-57-14,"(-16.99, 3.15)",250,True,121,35.1138153076172,1.406827434
suave rosa,30-Jun-2025-22-56-33,"(-16.99, 3.29)",250,True,123,32.6141929626465,1.621932541
suave rosa,30-Jun-2025-23-01-56,"(-17.0, 3.28)",250,True,70,50.612003326416,1.131490381
suave rosa,30-Jun-2025-23-07-18,"(-16.99, 3.32)",250,True,124,35.1138153076172,1.565481135
suave rosa,30-Jun-2025-23-12-40,"(-17.0, 3.28)",250,True,70,48.1123809814453,1.0856418
suave rosa,30-Jun-2025-23-18-02,"(-17.0, 3.28)",250,True,122,33.6140403747559,1.161103471
suave rosa,01-Jul-2025-13-34-52,"(-16.99, 2.59)",250,True,51,56.114559173584,1.10194072
suave rosa,01-Jul-2025-13-40-14,"(-16.99, 2.55)",250,True,53,55.1140022277832,0.988139273
suave rosa,30-Jun-2025-23-34-07,"(-17.0, 2.55)",250,True,53,53.1128883361816,1.749611902
suave rosa,01-Jul-2025-13-45-36,"(-17.0, 2.55)",250,True,53,53.613166809082,1.043332306
suave rosa,30-Jun-2025-23-44-52,"(-16.99, 2.56)",250,True,53,54.6137237548828,1.360846144
suave rosa,30-Jun-2025-23-50-14,"(-16.99, 3.36)",250,True,130,33.1141166687012,1.483368694
suave rosa,30-Jun-2025-23-55-37,"(-17.0, 3.31)",250,True,134,31.6144199371338,0.965477574
suave rosa,01-Jul-2025-13-56-21,"(-17.0, 3.3)",250,True,122,34.6138916015625,1.402063219
suave rosa,01-Jul-2025-00-06-21,"(-17.0, 3.31)",250,True,121,34.1139678955078,1.195524773
suave rosa,01-Jul-2025-00-11-42,"(-17.0, 3.31)",250,True,131,32.1142692565918,1.410012723
suave rosa,01-Jul-2025-00-17-04,"(-16.99, 3.18)",250,True,121,34.1139678955078,1.349169828
suave rosa,01-Jul-2025-14-23-09,"(-16.99, 3.17)",250,True,120,33.6140403747559,1.21130641
suave rosa,01-Jul-2025-14-28-31,"(-16.99, 3.21)",250,True,125,33.6140403747559,1.294546791
suave rosa,01-Jul-2025-14-33-52,"(-17.0, 3.16)",250,True,122,34.1139678955078,1.442465234
suave rosa,01-Jul-2025-00-38-32,"(-17.0, 3.16)",250,True,120,33.6140403747559,1.320132245
