mission name,datetime,"initial pos (x,y)",mission duration (s),pipeline found,time searching pipeline (s),distance inspected (m),mean reaction time (s)
suave none,02-Jul-2025-12-23-54,"(-17.0, 2.8)",251,True,182,16.7609233856201,0
suave none,02-Jul-2025-12-29-18,"(-16.99, 2.85)",251,True,182,16.7609233856201,0
suave none,02-Jul-2025-12-34-44,"(-17.0, 2.8)",251,True,181,16.7609233856201,0
suave none,02-Jul-2025-12-40-09,"(-16.99, 2.81)",251,True,181,16,0
suave none,02-Jul-2025-12-45-31,"(-17.0, 2.8)",251,True,182,16.8913841247559,0
suave none,02-Jul-2025-12-50-54,"(-17.0, 3.15)",251,True,184,16,0
suave none,02-Jul-2025-12-56-15,"(-16.99, 3.19)",251,True,184,16,0
suave none,02-Jul-2025-13-01-39,"(-17.0, 3.15)",251,True,184,16,0
suave none,02-Jul-2025-13-07-02,"(-17.0, 3.15)",251,True,184,16,0
suave none,02-Jul-2025-13-12-26,"(-16.99, 3.19)",251,True,183,16,0
suave none,02-Jul-2025-13-17-54,"(-16.99, 3.29)",251,True,183,16,0
suave none,02-Jul-2025-13-23-17,"(-17.0, 3.28)",251,True,185,15.5,0
suave none,02-Jul-2025-13-28-41,"(-17.0, 3.28)",251,True,186,15.5,0
suave none,02-Jul-2025-13-34-04,"(-17.0, 3.28)",251,True,186,15.5,0
suave none,02-Jul-2025-13-39-27,"(-16.99, 3.32)",251,True,185,15.5,0
suave none,02-Jul-2025-13-44-51,"(-16.99, 2.59)",251,True,115,36.6138916015625,0
suave none,02-Jul-2025-13-50-14,"(-17.0, 2.55)",251,True,117,36.1140403747559,0
suave none,02-Jul-2025-13-55-38,"(-17.0, 2.55)",251,True,180,17.2827701568604,0
suave none,02-Jul-2025-14-01-01,"(-17.0, 2.55)",251,True,115,36.6138916015625,0
suave none,02-Jul-2025-14-06-29,"(-16.99, 2.59)",251,True,181,17.2827701568604,0
suave none,02-Jul-2025-14-11-57,"(-17.0, 3.31)",251,True,195,13,0
suave none,02-Jul-2025-14-17-20,"(-16.99, 3.35)",251,True,185,16,0
suave none,02-Jul-2025-14-22-42,"(-16.99, 3.31)",251,True,187,15.5,0
suave none,02-Jul-2025-14-28-06,"(-17.0, 3.31)",251,True,186,15.5,0
suave none,02-Jul-2025-14-33-29,"(-17.0, 3.31)",251,True,185,15,0
suave none,02-Jul-2025-14-38-53,"(-17.0, 3.16)",251,True,184,16,0
suave none,02-Jul-2025-14-44-16,"(-16.99, 3.17)",251,True,184,16,0
suave none,02-Jul-2025-14-49-39,"(-16.99, 3.17)",251,True,184,16,0
suave none,02-Jul-2025-14-55-02,"(-16.99, 3.19)",251,True,186,15.5,0
suave none,02-Jul-2025-15-00-25,"(-17.0, 3.16)",251,True,185,16,0
,,,,AVERAGE,177.366666666667,17.9860506057739,0
,,,,STD,21.0900913706648,6.30730376097556,0
