mission name,datetime,"initial pos (x,y)",mission duration (s),pipeline found,time searching pipeline (s),distance inspected (m),mean reaction time (s)
suave_extended bt,05-Jul-2025-19-02-56,"(-17.0, 2.8)",250,True,45,26.6122932434082,0.34307512375
suave_extended bt,05-Jul-2025-19-08-18,"(-16.99, 2.84)",250,True,44,27.612850189209,0.34252868375
suave_extended bt,05-Jul-2025-19-13-39,"(-17.0, 2.8)",250,True,44,27.1125717163086,0.3461069175
suave_extended bt,05-Jul-2025-19-19-00,"(-16.99, 2.84)",250,True,48,26.1122932434082,0.34571466675
suave_extended bt,05-Jul-2025-19-24-21,"(-16.99, 2.85)",250,True,45,27.1125717163086,0.34473544875
suave_extended bt,05-Jul-2025-19-29-41,"(-17.0, 3.15)",250,True,112,5.5,0.308838592
suave_extended bt,05-Jul-2025-19-35-02,"(-17.0, 3.15)",250,True,111,5.5,0.3040050652
suave_extended bt,05-Jul-2025-19-40-23,"(-16.99, 3.15)",250,True,111,7.26092338562012,0.30823996
suave_extended bt,05-Jul-2025-19-45-45,"(-17.0, 3.15)",250,True,111,5.5,0.303465508
suave_extended bt,05-Jul-2025-19-51-06,"(-16.99, 3.19)",250,True,111,8.28277015686035,0.3042986892
suave_extended bt,05-Jul-2025-19-56-27,"(-17.0, 3.28)",250,True,124,7.5,0.246926751666667
suave_extended bt,05-Jul-2025-20-01-49,"(-16.99, 3.29)",250,True,121,9.67415523529053,0.244580417833333
suave_extended bt,05-Jul-2025-20-07-10,"(-17.0, 3.28)",250,True,121,8.89138507843018,0.246476282666667
suave_extended bt,05-Jul-2025-20-12-32,"(-17.0, 3.28)",250,True,121,8.76092338562012,0.250229931166667
suave_extended bt,05-Jul-2025-20-17-53,"(-17.0, 3.28)",250,True,121,8.89138507843018,0.246083278166667
suave_extended bt,05-Jul-2025-20-23-16,"(-17.0, 2.55)",250,True,110,5,0.2992185732
suave_extended bt,05-Jul-2025-20-28-37,"(-16.99, 2.6)",250,True,107,6.26092338562012,0.3004406366
suave_extended bt,05-Jul-2025-20-33-58,"(-16.99, 2.59)",250,True,109,5,0.3063557788
suave_extended bt,05-Jul-2025-20-39-20,"(-17.0, 2.55)",250,True,108,5,0.303476891
suave_extended bt,05-Jul-2025-20-44-41,"(-17.0, 2.55)",250,True,109,4.5,0.300766479
suave_extended bt,05-Jul-2025-20-50-03,"(-17.0, 3.31)",250,True,113,8.28277015686035,0.2883620944
suave_extended bt,05-Jul-2025-20-55-24,"(-17.0, 3.31)",250,True,113,8.28277015686035,0.286061238
suave_extended bt,05-Jul-2025-21-00-45,"(-16.99, 3.32)",250,True,113,5.5,0.2910542146
suave_extended bt,05-Jul-2025-21-06-06,"(-16.99, 3.31)",250,True,113,8.41323184967041,0.2932916964
suave_extended bt,05-Jul-2025-21-11-27,"(-16.99, 3.35)",250,True,113,8.28277015686035,0.2908015028
suave_extended bt,05-Jul-2025-21-16-48,"(-16.99, 3.18)",250,True,50,24.6111812591553,0.3367830255
suave_extended bt,05-Jul-2025-21-22-09,"(-16.99, 3.17)",250,True,51,25.1114597320557,0.3375166405
suave_extended bt,05-Jul-2025-21-27-30,"(-17.0, 3.17)",250,True,50,25.6117362976074,0.33740405075
suave_extended bt,05-Jul-2025-21-32-52,"(-17.0, 3.17)",250,True,50,25.6117362976074,0.33395245
suave_extended bt,05-Jul-2025-21-38-13,"(-17.0, 3.16)",250,True,49,25.6117362976074,0.33713837375
