mission name,datetime,"initial pos (x,y)",mission duration (s),pipeline found,time searching pipeline (s),distance inspected (m),mean reaction time (s)
suave_extended rosa,05-Jul-2025-16-21-45,"(-17.0, 2.8)",250,True,57,22.609790802002,1.70605131675
suave_extended rosa,05-Jul-2025-16-27-07,"(-16.99, 2.81)",250,True,48,25.1117362976074,2.071890081
suave_extended rosa,05-Jul-2025-16-32-30,"(-17.0, 2.8)",250,True,48,19.3046169281006,1.97894166966667
suave_extended rosa,05-Jul-2025-16-37-52,"(-16.99, 2.84)",250,True,51,24.1111812591553,2.02431074233333
suave_extended rosa,05-Jul-2025-16-43-14,"(-17.0, 2.8)",250,True,49,0.652308404445648,2.02607026233333
suave_extended rosa,05-Jul-2025-16-48-35,"(-16.99, 3.15)",250,True,123,6,1.38279255216667
suave_extended rosa,05-Jul-2025-16-53-57,"(-17.0, 3.15)",250,True,114,7.5,1.2618924515
suave_extended rosa,05-Jul-2025-16-59-19,"(-16.99, 3.17)",250,True,113,7.5,1.36531067533333
suave_extended rosa,05-Jul-2025-17-04-41,"(-17.0, 3.15)",250,True,113,7.76092338562012,1.29075359033333
suave_extended rosa,05-Jul-2025-17-10-03,"(-17.0, 3.15)",250,True,113,10,1.35710440933333
suave_extended rosa,05-Jul-2025-17-15-25,"(-17.0, 3.28)",250,True,125,7,1.24487637416667
suave_extended rosa,05-Jul-2025-17-20-56,"(-17.0, 3.28)",250,True,124,0.5,1.33105564983333
suave_extended rosa,05-Jul-2025-17-26-19,"(-16.99, 3.32)",250,True,126,7.5,1.39335979516667
suave_extended rosa,05-Jul-2025-17-31-41,"(-17.0, 3.28)",250,True,124,7,1.45038865533333
suave_extended rosa,11-Jul-2025-03-25-31,"(-16.99, 3.32)",250,True,126,7.5,1.533389495
suave_extended rosa,05-Jul-2025-17-42-25,"(-17.0, 2.55)",250,True,113,7.26092338562012,1.164009939
suave_extended rosa,05-Jul-2025-17-47-47,"(-17.0, 2.55)",250,True,120,6.5,1.2106373596
suave_extended rosa,05-Jul-2025-17-53-10,"(-17.0, 2.55)",250,True,120,7,1.2279883454
suave_extended rosa,05-Jul-2025-17-58-32,"(-17.0, 2.55)",250,True,120,7.5,1.3063521988
suave_extended rosa,05-Jul-2025-18-03-54,"(-17.0, 2.55)",250,True,119,8,1.073988245
suave_extended rosa,05-Jul-2025-18-09-17,"(-17.0, 3.31)",250,True,117,8,1.40218587433333
suave_extended rosa,11-Jul-2025-04-19-12,"(-16.99, 3.35)",250,True,120,8,1.39049208616667
suave_extended rosa,05-Jul-2025-18-20-02,"(-17.0, 3.31)",250,True,115,8,1.28444241666667
suave_extended rosa,05-Jul-2025-18-25-24,"(-17.0, 3.31)",250,True,125,10.5,1.37166553416667
suave_extended rosa,05-Jul-2025-18-30-45,"(-16.99, 3.33)",250,True,115,7,1.30104278083333
suave_extended rosa,05-Jul-2025-18-36-07,"(-17.0, 3.17)",250,True,53,23.1103458404541,1.584868038
suave_extended rosa,05-Jul-2025-18-41-30,"(-16.99, 3.2)",250,True,52,1.8046168088913,1.548608679
suave_extended rosa,05-Jul-2025-18-46-51,"(-16.99, 3.2)",250,True,65,1.82646358013153,1.5650756708
suave_extended rosa,05-Jul-2025-18-52-13,"(-16.99, 3.19)",250,True,64,0.130461677908897,1.5718911292
suave_extended rosa,05-Jul-2025-18-57-35,"(-17.0, 3.16)",250,True,64,1.69600188732147,1.503352007
