mission name,datetime,"initial pos (x,y)",mission duration (s),pipeline found,time searching pipeline (s),distance inspected (m),mean reaction time (s)
suave_extended rosa,05-Jul-2025-04-03-02,"(-17.0, 2.81)",250,True,56,22.609790802002,1.727443788
suave_extended rosa,06-Jul-2025-16-03-10,"(-16.99, 2.8)",250,True,59,20.8046169281006,1.7151257925
suave_extended rosa,10-Jul-2025-12-58-58,"(-17.0, 2.8)",250,True,53,23.1103458404541,1.5966802075
suave_extended rosa,05-Jul-2025-04-19-07,"(-17.0, 2.8)",250,True,55,22.609790802002,1.7228896955
suave_extended rosa,05-Jul-2025-04-24-28,"(-16.99, 2.81)",250,True,53,23.6103458404541,1.6883438555
suave_extended rosa,05-Jul-2025-04-29-51,"(-17.0, 3.14)",250,True,127,7.5,2.0695989025
suave_extended rosa,06-Jul-2025-16-19-17,"(-17.0, 3.15)",250,True,125,8,1.8651103405
suave_extended rosa,05-Jul-2025-04-40-34,"(-17.0, 3.15)",250,True,121,5.5,2.069373984
suave_extended rosa,05-Jul-2025-04-45-55,"(-17.0, 3.15)",250,True,131,8.5,1.8353081255
suave_extended rosa,05-Jul-2025-04-51-18,"(-17.0, 3.15)",250,True,120,7.5,2.1433725165
suave_extended rosa,05-Jul-2025-04-56-40,"(-17.0, 3.28)",250,True,130,8,1.854367914
suave_extended rosa,05-Jul-2025-05-02-02,"(-16.99, 3.3)",250,True,72,0.260923355817795,1.9230677305
suave_extended rosa,05-Jul-2025-05-07-24,"(-17.0, 3.28)",250,True,123,7.5,2.009374302
suave_extended rosa,06-Jul-2025-16-46-07,"(-17.0, 3.28)",250,True,127,7.5,1.699796194
suave_extended rosa,05-Jul-2025-05-18-08,"(-17.0, 3.28)",250,True,69,19.8913841247559,1.8436252205
suave_extended rosa,06-Jul-2025-17-12-56,"(-17.0, 2.55)",250,True,53,23.1103458404541,1.688201843
suave_extended rosa,05-Jul-2025-05-28-52,"(-17.0, 2.55)",250,True,50,20.8483104705811,1.812423983
suave_extended rosa,05-Jul-2025-05-34-13,"(-16.99, 2.59)",250,True,53,24.1109027862549,1.8531406245
suave_extended rosa,05-Jul-2025-05-39-35,"(-17.0, 2.55)",250,True,52,22.109790802002,1.6960024365
suave_extended rosa,05-Jul-2025-05-44-57,"(-16.99, 2.55)",250,True,123,7,1.965032037
suave_extended rosa,06-Jul-2025-17-39-55,"(-17.0, 3.31)",250,True,128,7.5,1.8925567755
suave_extended rosa,05-Jul-2025-05-55-40,"(-16.99, 3.35)",250,True,127,7.5,1.835483929
suave_extended rosa,05-Jul-2025-06-01-02,"(-17.0, 3.31)",250,True,131,10.5,1.863202133
suave_extended rosa,05-Jul-2025-06-06-24,"(-16.99, 3.35)",250,True,129,7.5,1.6831231035
suave_extended rosa,05-Jul-2025-06-11-47,"(-17.0, 3.31)",250,True,123,7,1.7935969465
suave_extended rosa,05-Jul-2025-06-17-15,"(-16.99, 3.17)",250,True,122,7,1.8083437155
suave_extended rosa,05-Jul-2025-06-22-39,"(-17.0, 3.16)",250,True,121,7,1.8937717485
suave_extended rosa,06-Jul-2025-18-12-07,"(-17.0, 3.16)",250,True,122,8,1.905018113
suave_extended rosa,05-Jul-2025-06-33-24,"(-17.0, 3.16)",250,True,123,7,1.857341034
suave_extended rosa,05-Jul-2025-06-38-45,"(-16.99, 3.17)",250,True,123,8,2.0691206445
