mission name,datetime,"initial pos (x,y)",mission duration (s),pipeline found,time searching pipeline (s),distance inspected (m),mean reaction time (s)
suave bt,03-Jul-2025-01-44-59,"(-16.99, 2.81)",250,True,45,56.6148376464844,0.05901374725
suave bt,03-Jul-2025-01-50-21,"(-16.99, 2.84)",250,True,45,59.1162261962891,0.062141387
suave bt,03-Jul-2025-01-55-43,"(-17.0, 2.8)",250,True,45,57.6153945922852,0.05653428725
suave bt,03-Jul-2025-02-01-03,"(-16.99, 2.81)",250,True,44,59.1162261962891,0.0616499375
suave bt,03-Jul-2025-02-06-24,"(-16.99, 2.85)",250,True,44,56.6148376464844,0.05994211275
suave bt,03-Jul-2025-02-11-45,"(-17.0, 3.15)",250,True,119,35.1139678955078,0.0769989742
suave bt,03-Jul-2025-02-17-06,"(-17.0, 3.15)",250,True,119,35.6138916015625,0.0854673776
suave bt,03-Jul-2025-02-22-28,"(-17.0, 3.14)",250,True,121,34.6140403747559,0.081172265
suave bt,03-Jul-2025-02-27-49,"(-16.99, 3.19)",250,True,116,36.6137390136719,0.0786264486
suave bt,03-Jul-2025-02-33-09,"(-16.99, 3.19)",250,True,119,35.6138916015625,0.0715279602
suave bt,03-Jul-2025-02-38-30,"(-16.99, 3.32)",250,True,124,33.6141166687012,0.0682792078333333
suave bt,03-Jul-2025-02-43-50,"(-17.0, 3.28)",250,True,123,34.6139678955078,0.0723958601666667
suave bt,03-Jul-2025-02-49-11,"(-17.0, 3.28)",250,True,121,35.6138153076172,0.0733368881666667
suave bt,03-Jul-2025-02-54-32,"(-17.0, 3.28)",250,True,121,35.1138916015625,0.073296689
suave bt,03-Jul-2025-02-59-52,"(-17.0, 3.28)",250,True,123,35.1138916015625,0.0725685408333333
suave bt,03-Jul-2025-03-05-13,"(-17.0, 2.55)",250,True,110,38.1135139465332,0.0878025568
suave bt,03-Jul-2025-03-10-33,"(-16.99, 2.6)",250,True,122,33.6141166687012,0.105687821
suave bt,03-Jul-2025-03-15-55,"(-17.0, 2.55)",250,True,121,35.1138916015625,0.0944292173333333
suave bt,03-Jul-2025-03-21-16,"(-17.0, 2.55)",250,True,111,38.1134376525879,0.0874966486
suave bt,03-Jul-2025-03-26-36,"(-16.99, 2.6)",250,True,119,36.1137390136719,0.0950932546666667
suave bt,03-Jul-2025-03-31-57,"(-16.99, 3.35)",250,True,111,36.1138153076172,0.0899476944
suave bt,03-Jul-2025-03-37-18,"(-17.0, 3.31)",250,True,112,36.6137390136719,0.056703916
suave bt,03-Jul-2025-03-42-38,"(-17.0, 3.31)",250,True,111,37.6135902404785,0.0577487184
suave bt,03-Jul-2025-03-47-59,"(-17.0, 3.31)",250,True,113,36.1138153076172,0.0805938588
suave bt,03-Jul-2025-03-53-20,"(-16.99, 3.35)",250,True,112,36.1138153076172,0.0873437638
suave bt,03-Jul-2025-03-58-41,"(-17.0, 3.16)",250,True,59,55.1140022277832,0.0488514315
suave bt,03-Jul-2025-04-04-01,"(-16.99, 3.17)",250,True,60,53.613166809082,0.0987442028
suave bt,03-Jul-2025-04-09-21,"(-16.99, 3.17)",250,True,50,58.1156730651856,0.11150119225
suave bt,03-Jul-2025-04-14-42,"(-17.0, 3.17)",250,True,60,53.613166809082,0.0891276586
suave bt,03-Jul-2025-04-20-02,"(-17.0, 3.17)",250,True,50,58.1156730651856,0.050708432
